Gene symbol	chr	geneID	gene type
ZBTB39	chr12	ENSG00000166860	protein_coding
CACNG2	chr22	ENSG00000166862	protein_coding
TAC3	chr12	ENSG00000166863	protein_coding
MYO1A	chr12	ENSG00000166866	protein_coding
CHP2	chr16	ENSG00000166869	protein_coding
NEMP1	chr12	ENSG00000166881	protein_coding
OR4D6	chr11	ENSG00000166884	protein_coding
NAB2	chr12	ENSG00000166886	protein_coding
VPS39	chr15	ENSG00000166887	protein_coding
STAT6	chr12	ENSG00000166888	protein_coding
PATL1	chr11	ENSG00000166889	protein_coding
ATP23	chr12	ENSG00000166896	protein_coding
ELFN2	chr22	ENSG00000166897	protein_coding
STX3	chr11	ENSG00000166900	protein_coding
MRPL16	chr11	ENSG00000166902	protein_coding
PIP4K2C	chr12	ENSG00000166908	protein_coding
MTMR10	chr15	ENSG00000166912	protein_coding
YWHAB	chr20	ENSG00000166913	protein_coding
MIR202HG	chr10	ENSG00000166917	lncRNA
C15orf48	chr15	ENSG00000166920	protein_coding
SCG5	chr15	ENSG00000166922	protein_coding
GREM1	chr15	ENSG00000166923	protein_coding
NYAP1	chr7	ENSG00000166924	protein_coding
TSC22D4	chr7	ENSG00000166925	protein_coding
MS4A6E	chr11	ENSG00000166926	protein_coding
MS4A7	chr11	ENSG00000166927	protein_coding
MS4A14	chr11	ENSG00000166928	protein_coding
MS4A5	chr11	ENSG00000166930	protein_coding
DIS3L	chr15	ENSG00000166938	protein_coding
CCNDBP1	chr15	ENSG00000166946	protein_coding
EPB42	chr15	ENSG00000166947	protein_coding
TGM6	chr20	ENSG00000166948	protein_coding
SMAD3	chr15	ENSG00000166949	protein_coding
MS4A8	chr11	ENSG00000166959	protein_coding
CCDC178	chr18	ENSG00000166960	protein_coding
MS4A15	chr11	ENSG00000166961	protein_coding
MAP1A	chr15	ENSG00000166963	protein_coding
RCCD1	chr15	ENSG00000166965	protein_coding
AKTIP	chr16	ENSG00000166971	protein_coding
MAPRE2	chr18	ENSG00000166974	protein_coding
EVA1C	chr21	ENSG00000166979	protein_coding
TCP10L2	chr6	ENSG00000166984	transcribed_unprocessed_pseudogene
MARS1	chr12	ENSG00000166986	protein_coding
MBD6	chr12	ENSG00000166987	protein_coding
CNPY4	chr7	ENSG00000166997	protein_coding
PDIA3	chr15	ENSG00000167004	protein_coding
NUDT21	chr16	ENSG00000167005	protein_coding
NAT16	chr7	ENSG00000167011	protein_coding
TERB2	chr15	ENSG00000167014	protein_coding
NKX3-1	chr8	ENSG00000167034	protein_coding
SGSM1	chr22	ENSG00000167037	protein_coding
ENSG00000167046	chr20	ENSG00000167046	lncRNA
DUSP18	chr22	ENSG00000167065	protein_coding
TEF	chr22	ENSG00000167074	protein_coding
MEI1	chr22	ENSG00000167077	protein_coding
B4GALNT2	chr17	ENSG00000167080	protein_coding
PBX3	chr9	ENSG00000167081	protein_coding
GNGT2	chr17	ENSG00000167083	protein_coding
PHB1	chr17	ENSG00000167085	protein_coding
SNRPD1	chr18	ENSG00000167088	protein_coding
TTC16	chr9	ENSG00000167094	protein_coding
SUN5	chr20	ENSG00000167098	protein_coding
SAMD14	chr17	ENSG00000167100	protein_coding
PIP5KL1	chr9	ENSG00000167103	protein_coding
BPIFB6	chr20	ENSG00000167104	protein_coding
TMEM92	chr17	ENSG00000167105	protein_coding
EEIG1	chr9	ENSG00000167106	protein_coding
ACSF2	chr17	ENSG00000167107	protein_coding
GOLGA2	chr9	ENSG00000167110	protein_coding
TRUB2	chr9	ENSG00000167112	protein_coding
COQ4	chr9	ENSG00000167113	protein_coding
SLC27A4	chr9	ENSG00000167114	protein_coding
ANKRD40CL	chr17	ENSG00000167117	protein_coding
URM1	chr9	ENSG00000167118	protein_coding
CERCAM	chr9	ENSG00000167123	protein_coding
DOLPP1	chr9	ENSG00000167130	protein_coding
CCDC103	chr17	ENSG00000167131	protein_coding
ENDOG	chr9	ENSG00000167136	protein_coding
TBC1D21	chr15	ENSG00000167139	protein_coding
PRRX2	chr9	ENSG00000167157	protein_coding
UGT1A6	chr2	ENSG00000167165	protein_coding
C15orf39	chr15	ENSG00000167173	protein_coding
ISLR2	chr15	ENSG00000167178	protein_coding
SP2	chr17	ENSG00000167182	protein_coding
PRR15L	chr17	ENSG00000167183	protein_coding
COQ7	chr16	ENSG00000167186	protein_coding
GPRC5B	chr16	ENSG00000167191	protein_coding
CRK	chr17	ENSG00000167193	protein_coding
C16orf92	chr16	ENSG00000167194	protein_coding
GOLGA6C	chr15	ENSG00000167195	protein_coding
FBXO22	chr15	ENSG00000167196	protein_coding
TBC1D2B	chr15	ENSG00000167202	protein_coding
NOD2	chr16	ENSG00000167207	protein_coding
SNX20	chr16	ENSG00000167208	protein_coding
LOXHD1	chr18	ENSG00000167210	protein_coding
KATNAL2	chr18	ENSG00000167216	protein_coding
HDHD2	chr18	ENSG00000167220	protein_coding
ZNF91	chr19	ENSG00000167232	protein_coding
IGF2	chr11	ENSG00000167244	protein_coding
RNF214	chr11	ENSG00000167257	protein_coding
CDK12	chr17	ENSG00000167258	protein_coding
DPEP2	chr16	ENSG00000167261	protein_coding
DUS2	chr16	ENSG00000167264	protein_coding
POP5	chr12	ENSG00000167272	protein_coding
ENGASE	chr17	ENSG00000167280	protein_coding
RBFOX3	chr17	ENSG00000167281	protein_coding
ATP5MG	chr11	ENSG00000167283	protein_coding
CD3D	chr11	ENSG00000167286	protein_coding
TBC1D16	chr17	ENSG00000167291	protein_coding
TEPSIN	chr17	ENSG00000167302	protein_coding
MYO5B	chr18	ENSG00000167306	protein_coding
ART5	chr11	ENSG00000167311	protein_coding
ACAA2	chr18	ENSG00000167315	protein_coding
STIM1	chr11	ENSG00000167323	protein_coding
RRM1	chr11	ENSG00000167325	protein_coding
OR51E2	chr11	ENSG00000167332	protein_coding
TRIM68	chr11	ENSG00000167333	protein_coding
MMP26	chr11	ENSG00000167346	protein_coding
OR51B5	chr11	ENSG00000167355	protein_coding
OR51I1	chr11	ENSG00000167359	protein_coding
OR51Q1	chr11	ENSG00000167360	protein_coding
FN3K	chr17	ENSG00000167363	protein_coding
PRRT2	chr16	ENSG00000167371	protein_coding
ZNF23	chr16	ENSG00000167377	protein_coding
IRGQ	chr19	ENSG00000167378	protein_coding
ZNF226	chr19	ENSG00000167380	protein_coding
ZNF180	chr19	ENSG00000167384	protein_coding
POM121L3P	chr20	ENSG00000167390	unprocessed_pseudogene
PPP2R3B	chrX	ENSG00000167393	protein_coding
ZNF668	chr16	ENSG00000167394	protein_coding
ZNF646	chr16	ENSG00000167395	protein_coding
VKORC1	chr16	ENSG00000167397	protein_coding
GNG8	chr19	ENSG00000167414	protein_coding
LPO	chr17	ENSG00000167419	protein_coding
CA4	chr17	ENSG00000167434	protein_coding
SMG8	chr17	ENSG00000167447	protein_coding
LINC00905	chr19	ENSG00000167459	lncRNA
TPM4	chr19	ENSG00000167460	protein_coding
RAB8A	chr19	ENSG00000167461	protein_coding
GPX4	chr19	ENSG00000167468	protein_coding
MIDN	chr19	ENSG00000167470	protein_coding
JSRP1	chr19	ENSG00000167476	protein_coding
NIBAN3	chr19	ENSG00000167483	protein_coding
KLHL26	chr19	ENSG00000167487	protein_coding
GATAD2A	chr19	ENSG00000167491	protein_coding
NOS2P2	chr17	ENSG00000167494	transcribed_unprocessed_pseudogene
MVD	chr16	ENSG00000167508	protein_coding
CDT1	chr16	ENSG00000167513	protein_coding
TRAPPC2L	chr16	ENSG00000167515	protein_coding
ANKRD11	chr16	ENSG00000167522	protein_coding
SPATA33	chr16	ENSG00000167523	protein_coding
RSKR	chr17	ENSG00000167524	protein_coding
PROCA1	chr17	ENSG00000167525	protein_coding
RPL13	chr16	ENSG00000167526	protein_coding
ZNF641	chr12	ENSG00000167528	protein_coding
LALBA	chr12	ENSG00000167531	protein_coding
CACNB3	chr12	ENSG00000167535	protein_coding
DHRS13	chr17	ENSG00000167536	protein_coding
TP53I13	chr17	ENSG00000167543	protein_coding
KMT2D	chr12	ENSG00000167548	protein_coding
CORO6	chr17	ENSG00000167549	protein_coding
RHEBL1	chr12	ENSG00000167550	protein_coding
TUBA1A	chr12	ENSG00000167552	protein_coding
TUBA1C	chr12	ENSG00000167553	protein_coding
ZNF610	chr19	ENSG00000167554	protein_coding
ZNF528	chr19	ENSG00000167555	protein_coding
ZNF701	chr19	ENSG00000167562	protein_coding
SERTAD3	chr19	ENSG00000167565	protein_coding
NCKAP5L	chr12	ENSG00000167566	protein_coding
RAB4B	chr19	ENSG00000167578	protein_coding
AQP2	chr12	ENSG00000167580	protein_coding
GPD1	chr12	ENSG00000167588	protein_coding
PROSER3	chr19	ENSG00000167595	protein_coding
CYP2S1	chr19	ENSG00000167600	protein_coding
AXL	chr19	ENSG00000167601	protein_coding
NFKBID	chr19	ENSG00000167604	protein_coding
TMC4	chr19	ENSG00000167608	protein_coding
ANKRD33	chr12	ENSG00000167612	protein_coding
LAIR1	chr19	ENSG00000167613	protein_coding
TTYH1	chr19	ENSG00000167614	protein_coding
LENG8	chr19	ENSG00000167615	protein_coding
CDC42EP5	chr19	ENSG00000167617	protein_coding
LAIR2	chr19	ENSG00000167618	protein_coding
TMEM145	chr19	ENSG00000167619	protein_coding
ZNF526	chr19	ENSG00000167625	protein_coding
TRAPPC9	chr8	ENSG00000167632	protein_coding
KIR3DL1	chr19	ENSG00000167633	protein_coding
NLRP7	chr19	ENSG00000167634	protein_coding
ZNF146	chr19	ENSG00000167635	protein_coding
ZNF283	chr19	ENSG00000167637	protein_coding
PPP1R14A	chr19	ENSG00000167641	protein_coding
SPINT2	chr19	ENSG00000167642	protein_coding
C19orf33	chr19	ENSG00000167644	protein_coding
YIF1B	chr19	ENSG00000167645	protein_coding
DNAAF3	chr19	ENSG00000167646	protein_coding
PSCA	chr8	ENSG00000167653	protein_coding
ATCAY	chr19	ENSG00000167654	protein_coding
LY6D	chr8	ENSG00000167656	protein_coding
DAPK3	chr19	ENSG00000167657	protein_coding
EEF2	chr19	ENSG00000167658	protein_coding
TMIGD2	chr19	ENSG00000167664	protein_coding
CHAF1A	chr19	ENSG00000167670	protein_coding
UBXN6	chr19	ENSG00000167671	protein_coding
HDGFL2	chr19	ENSG00000167674	protein_coding
PLIN4	chr19	ENSG00000167676	protein_coding
SEMA6B	chr19	ENSG00000167680	protein_coding
ZNF444	chr19	ENSG00000167685	protein_coding
NXN	chr17	ENSG00000167693	protein_coding
TLCD3A	chr17	ENSG00000167695	protein_coding
GLOD4	chr17	ENSG00000167699	protein_coding
MFSD3	chr8	ENSG00000167700	protein_coding
GPT	chr8	ENSG00000167701	protein_coding
KIFC2	chr8	ENSG00000167702	protein_coding
SLC43A2	chr17	ENSG00000167703	protein_coding
RILP	chr17	ENSG00000167705	protein_coding
SERPINF2	chr17	ENSG00000167711	protein_coding
WDR81	chr17	ENSG00000167716	protein_coding
SRR	chr17	ENSG00000167720	protein_coding
TSR1	chr17	ENSG00000167721	protein_coding
TRPV3	chr17	ENSG00000167723	protein_coding
HSD11B1L	chr19	ENSG00000167733	protein_coding
CYB5D2	chr17	ENSG00000167740	protein_coding
GGT6	chr17	ENSG00000167741	protein_coding
C19orf48P	chr19	ENSG00000167747	transcribed_unitary_pseudogene
KLK1	chr19	ENSG00000167748	protein_coding
KLK4	chr19	ENSG00000167749	protein_coding
KLK2	chr19	ENSG00000167751	protein_coding
KLK5	chr19	ENSG00000167754	protein_coding
KLK6	chr19	ENSG00000167755	protein_coding
KLK11	chr19	ENSG00000167757	protein_coding
KLK13	chr19	ENSG00000167759	protein_coding
ZNF83	chr19	ENSG00000167766	protein_coding
KRT80	chr12	ENSG00000167767	protein_coding
KRT1	chr12	ENSG00000167768	protein_coding
ACER1	chr19	ENSG00000167769	protein_coding
OTUB1	chr11	ENSG00000167770	protein_coding
RCOR2	chr11	ENSG00000167771	protein_coding
ANGPTL4	chr19	ENSG00000167772	protein_coding
ENSG00000167774	chr19	ENSG00000167774	protein_coding
CD320	chr19	ENSG00000167775	protein_coding
SPRYD3	chr12	ENSG00000167778	protein_coding
IGFBP6	chr12	ENSG00000167779	protein_coding
SOAT2	chr12	ENSG00000167780	protein_coding
ZNF558	chr19	ENSG00000167785	protein_coding
CABP2	chr11	ENSG00000167791	protein_coding
NDUFV1	chr11	ENSG00000167792	protein_coding
CDK2AP2	chr11	ENSG00000167797	protein_coding
C3P1	chr19	ENSG00000167798	transcribed_unprocessed_pseudogene
NUDT8	chr11	ENSG00000167799	protein_coding
TBX10	chr11	ENSG00000167800	protein_coding
ENSG00000167807	chr19	ENSG00000167807	protein_coding
PRDX2	chr19	ENSG00000167815	protein_coding
OR8J3	chr11	ENSG00000167822	protein_coding
OR5I1	chr11	ENSG00000167825	protein_coding
ZNF232	chr17	ENSG00000167840	protein_coding
MIS12	chr17	ENSG00000167842	protein_coding
CD300C	chr17	ENSG00000167850	protein_coding
CD300A	chr17	ENSG00000167851	protein_coding
TEKT1	chr17	ENSG00000167858	protein_coding
HID1	chr17	ENSG00000167861	protein_coding
MRPL58	chr17	ENSG00000167862	protein_coding
ATP5PD	chr17	ENSG00000167863	protein_coding
TMEM88	chr17	ENSG00000167874	protein_coding
EVPL	chr17	ENSG00000167880	protein_coding
SRP68	chr17	ENSG00000167881	protein_coding
MGAT5B	chr17	ENSG00000167889	protein_coding
TMC8	chr17	ENSG00000167895	protein_coding
TK1	chr17	ENSG00000167900	protein_coding
TMEM68	chr8	ENSG00000167904	protein_coding
CYP7A1	chr8	ENSG00000167910	protein_coding
TOX-DT	chr8	ENSG00000167912	lncRNA
GSDMA	chr17	ENSG00000167914	protein_coding
KRT24	chr17	ENSG00000167916	protein_coding
KRT10-AS1	chr17	ENSG00000167920	lncRNA
GHDC	chr17	ENSG00000167925	protein_coding
FAM234A	chr16	ENSG00000167930	protein_coding
SOST	chr17	ENSG00000167941	protein_coding
ZNF598	chr16	ENSG00000167962	protein_coding
RAB26	chr16	ENSG00000167964	protein_coding
MLST8	chr16	ENSG00000167965	protein_coding
E4F1	chr16	ENSG00000167967	protein_coding
DNASE1L2	chr16	ENSG00000167968	protein_coding
ECI1	chr16	ENSG00000167969	protein_coding
CASKIN1	chr16	ENSG00000167971	protein_coding
ABCA3	chr16	ENSG00000167972	protein_coding
KCTD5	chr16	ENSG00000167977	protein_coding
SRRM2	chr16	ENSG00000167978	protein_coding
ZNF597	chr16	ENSG00000167981	protein_coding
NLRC3	chr16	ENSG00000167984	protein_coding
SDHAF2	chr11	ENSG00000167985	protein_coding
DDB1	chr11	ENSG00000167986	protein_coding
VPS37C	chr11	ENSG00000167987	protein_coding
VWCE	chr11	ENSG00000167992	protein_coding
RAB3IL1	chr11	ENSG00000167994	protein_coding
BEST1	chr11	ENSG00000167995	protein_coding
FTH1	chr11	ENSG00000167996	protein_coding
BSCL2	chr11	ENSG00000168000	protein_coding
POLR2G	chr11	ENSG00000168002	protein_coding
SLC3A2	chr11	ENSG00000168003	protein_coding
PLAAT5	chr11	ENSG00000168004	protein_coding
SPINDOC	chr11	ENSG00000168005	protein_coding
ATG16L2	chr11	ENSG00000168010	protein_coding
C2CD3	chr11	ENSG00000168014	protein_coding
TRANK1	chr3	ENSG00000168016	protein_coding
TTC21A	chr3	ENSG00000168026	protein_coding
RPSA	chr3	ENSG00000168028	protein_coding
ENTPD3	chr3	ENSG00000168032	protein_coding
CTNNB1	chr3	ENSG00000168036	protein_coding
ULK4	chr3	ENSG00000168038	protein_coding
FADD	chr11	ENSG00000168040	protein_coding
LTBP3	chr11	ENSG00000168056	protein_coding
NAALADL1	chr11	ENSG00000168060	protein_coding
SAC3D1	chr11	ENSG00000168061	protein_coding
BATF2	chr11	ENSG00000168062	protein_coding
SLC22A11	chr11	ENSG00000168065	protein_coding
SF1	chr11	ENSG00000168066	protein_coding
MAP4K2	chr11	ENSG00000168067	protein_coding
MAJIN	chr11	ENSG00000168070	protein_coding
CCDC88B	chr11	ENSG00000168071	protein_coding
SCARA3	chr8	ENSG00000168077	protein_coding
PBK	chr8	ENSG00000168078	protein_coding
SCARA5	chr8	ENSG00000168079	protein_coding
PNOC	chr8	ENSG00000168081	protein_coding
COPS6	chr7	ENSG00000168090	protein_coding
PAFAH1B2	chr11	ENSG00000168092	protein_coding
ANKS3	chr16	ENSG00000168096	protein_coding
NUDT16L1	chr16	ENSG00000168101	protein_coding
KIAA1586	chr6	ENSG00000168116	protein_coding
RAB4A	chr1	ENSG00000168118	protein_coding
ZNF355P	chr21	ENSG00000168122	unprocessed_pseudogene
OR1F1	chr16	ENSG00000168124	protein_coding
OR2W6P	chr6	ENSG00000168126	unprocessed_pseudogene
DHFRP3	chr2	ENSG00000168129	processed_pseudogene
OR2B2	chr6	ENSG00000168131	protein_coding
KCNJ4	chr22	ENSG00000168135	protein_coding
SETD5	chr3	ENSG00000168137	protein_coding
VASN	chr16	ENSG00000168140	protein_coding
FAM83B	chr6	ENSG00000168143	protein_coding
H3-4	chr1	ENSG00000168148	protein_coding
THAP9	chr4	ENSG00000168152	protein_coding
OR2C1	chr16	ENSG00000168158	protein_coding
RNF187	chr1	ENSG00000168159	protein_coding
HOOK3	chr8	ENSG00000168172	protein_coding
MAPK1IP1L	chr14	ENSG00000168175	protein_coding
DDIT4	chr10	ENSG00000168209	protein_coding
RBPJ	chr4	ENSG00000168214	protein_coding
LMBRD1	chr6	ENSG00000168216	protein_coding
ZCCHC4	chr4	ENSG00000168228	protein_coding
PTGDR	chr14	ENSG00000168229	protein_coding
TTC39C	chr18	ENSG00000168234	protein_coding
GLYCTK	chr3	ENSG00000168237	protein_coding
GNG4	chr1	ENSG00000168243	protein_coding
UBTD2	chr5	ENSG00000168246	protein_coding
POLR2J3	chr7	ENSG00000168255	protein_coding
NKIRAS2	chr17	ENSG00000168256	protein_coding
DNAJC7	chr17	ENSG00000168259	protein_coding
KCNV2	chr9	ENSG00000168263	protein_coding
IRF2BP2	chr1	ENSG00000168264	protein_coding
PTF1A	chr10	ENSG00000168267	protein_coding
NT5DC2	chr3	ENSG00000168268	protein_coding
FOXI1	chr5	ENSG00000168269	protein_coding
UQCC5	chr3	ENSG00000168273	protein_coding
COA6	chr1	ENSG00000168275	protein_coding
KIF5C	chr2	ENSG00000168280	protein_coding
MGAT2	chr14	ENSG00000168282	protein_coding
BMI1	chr10	ENSG00000168283	protein_coding
THAP11	chr16	ENSG00000168286	protein_coding
MMADHC	chr2	ENSG00000168288	protein_coding
PDHB	chr3	ENSG00000168291	protein_coding
PXK	chr3	ENSG00000168297	protein_coding
H1-4	chr6	ENSG00000168298	protein_coding
PCMTD1	chr8	ENSG00000168300	protein_coding
KCTD6	chr3	ENSG00000168301	protein_coding
MPLKIP	chr7	ENSG00000168303	protein_coding
ACOX2	chr3	ENSG00000168306	protein_coding
FAM107A	chr3	ENSG00000168309	protein_coding
IRF2	chr4	ENSG00000168310	protein_coding
MOBP	chr3	ENSG00000168314	protein_coding
CX3CR1	chr3	ENSG00000168329	protein_coding
PPDPFL	chr8	ENSG00000168333	protein_coding
XIRP1	chr3	ENSG00000168334	protein_coding
INSM2	chr14	ENSG00000168348	protein_coding
DEGS2	chr14	ENSG00000168350	protein_coding
SCN11A	chr3	ENSG00000168356	protein_coding
LINC00917	chr16	ENSG00000168367	lncRNA
ARF4	chr3	ENSG00000168374	protein_coding
SEPTIN2	chr2	ENSG00000168385	protein_coding
FILIP1L	chr3	ENSG00000168386	protein_coding
MFSD2A	chr1	ENSG00000168389	protein_coding
DTYMK	chr2	ENSG00000168393	protein_coding
TAP1	chr6	ENSG00000168394	protein_coding
ING5	chr2	ENSG00000168395	protein_coding
ATG4B	chr2	ENSG00000168397	protein_coding
BDKRB2	chr14	ENSG00000168398	protein_coding
MLKL	chr16	ENSG00000168404	protein_coding
CMAHP	chr6	ENSG00000168405	transcribed_unitary_pseudogene
RFWD3	chr16	ENSG00000168411	protein_coding
MTNR1A	chr4	ENSG00000168412	protein_coding
KCNG4	chr16	ENSG00000168418	protein_coding
RHOH	chr4	ENSG00000168421	protein_coding
KLHL30	chr2	ENSG00000168427	protein_coding
COG7	chr16	ENSG00000168434	protein_coding
CDC40	chr6	ENSG00000168438	protein_coding
STIP1	chr11	ENSG00000168439	protein_coding
SCNN1B	chr16	ENSG00000168447	protein_coding
HR	chr8	ENSG00000168453	protein_coding
TXNDC2	chr18	ENSG00000168454	protein_coding
RAB31	chr18	ENSG00000168461	protein_coding
REEP4	chr8	ENSG00000168476	protein_coding
TNXB	chr6	ENSG00000168477	protein_coding
LGI3	chr8	ENSG00000168481	protein_coding
SFTPC	chr8	ENSG00000168484	protein_coding
BMP1	chr8	ENSG00000168487	protein_coding
ATXN2L	chr16	ENSG00000168488	protein_coding
PHYHIP	chr8	ENSG00000168490	protein_coding
CCDC110	chr4	ENSG00000168491	protein_coding
POLR3D	chr8	ENSG00000168495	protein_coding
FEN1	chr11	ENSG00000168496	protein_coding
CAVIN2	chr2	ENSG00000168497	protein_coding
MTCL1	chr18	ENSG00000168502	protein_coding
GBX2	chr2	ENSG00000168505	protein_coding
HJV	chr1	ENSG00000168509	protein_coding
SCGB1D1	chr11	ENSG00000168515	protein_coding
HEXIM2	chr17	ENSG00000168517	protein_coding
FNTA	chr8	ENSG00000168522	protein_coding
SERINC2	chr1	ENSG00000168528	protein_coding
MYL1	chr2	ENSG00000168530	protein_coding
TRAPPC11	chr4	ENSG00000168538	protein_coding
CHRM1	chr11	ENSG00000168539	protein_coding
COL3A1	chr2	ENSG00000168542	protein_coding
GFRA2	chr8	ENSG00000168546	protein_coding
ING2	chr4	ENSG00000168556	protein_coding
CDKN2AIP	chr4	ENSG00000168564	protein_coding
SNRNP48	chr6	ENSG00000168566	protein_coding
TMEM223	chr11	ENSG00000168569	protein_coding
SLC20A2	chr8	ENSG00000168575	protein_coding
CRYGA	chr2	ENSG00000168582	protein_coding
DYNLRB2	chr16	ENSG00000168589	protein_coding
TMUB2	chr17	ENSG00000168591	protein_coding
ADAM29	chr4	ENSG00000168594	protein_coding
STAT3	chr17	ENSG00000168610	protein_coding
ZSWIM1	chr20	ENSG00000168612	protein_coding
ADAM9	chr8	ENSG00000168615	protein_coding
ADAM18	chr8	ENSG00000168619	protein_coding
GDNF	chr5	ENSG00000168621	protein_coding
SPINT5P	chr20	ENSG00000168630	processed_pseudogene
MUCL3	chr6	ENSG00000168631	protein_coding
WFDC13	chr20	ENSG00000168634	protein_coding
AXIN2	chr17	ENSG00000168646	protein_coding
NDUFS5	chr1	ENSG00000168653	protein_coding
VWA3B	chr2	ENSG00000168658	protein_coding
ZNF30	chr19	ENSG00000168661	protein_coding
UGT3A2	chr5	ENSG00000168671	protein_coding
LRATD2	chr8	ENSG00000168672	protein_coding
LDLRAD4	chr18	ENSG00000168675	protein_coding
KCTD19	chr16	ENSG00000168676	protein_coding
SLC16A4	chr1	ENSG00000168679	protein_coding
IL7R	chr5	ENSG00000168685	protein_coding
